93.05, 84.66, 104.18, 93.48, 91.97, 81.22, 99.51, 90.2, 103.31, 109.9, 105.6, 103.45, 93.94, 103.33, 98.62, 103.64, 105.58, 90.64, 93.05, 111.78, 110.45, 103.73, 101.22, 102.01, 108.93, 108.68, 96.08, 105.28, 109.49, 100.8, 103.95, 102.5, 103.88, 96.02, 99.2, 96.58, 95.01, 96.43, 107.11, 106.03, 89.54, 98.3, 104.9, 105.87, 97.64, 98.83, 97.24, 101.18, 106.63, 
120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 
